yyyymm,index,D12,E12,BM,TBL,AAA,BAA,LTY,NTIS,Rfree,INFL,LTR,corpr,SVAR,csp,Stockreturn,RET,DP,DY,EP,DFY,DFR
1927-01-01,13.21,0.6967,1.229,0.4437056454,0.0323,0.0466,0.0561,0.0351,0.0508237847,0.0025,-0.011299435,0.0075,0.0056,0.0004698947,,-0.00291,-0.005579,-0.35849037694606384,0.009663304444768206,0.20911083058389784,0.009499999999999995,0.0276
1927-02-01,13.84,0.7033,1.218,0.4285008644,0.0329,0.0467,0.0559,0.0347,0.0516676427,0.0026,-0.0057142857,0.0088,0.0069,0.0002873343,,0.045522,0.040566,-0.3974937356681644,0.009428641277899441,0.15168816928770526,0.0092,0.0259
1927-03-01,13.93,0.71,1.208,0.4697651174,0.032,0.0462,0.0554,0.0331,0.046356576,0.003,-0.0057471264,0.0253,0.0083,0.0009241928,,0.007324,0.00261,-0.349814308946776,0.009481426721388408,0.18164209951262317,0.0092,0.007799999999999998
1927-04-01,14.17,0.7167,1.197,0.4567541302,0.0339,0.0458,0.0548,0.0333,0.0505140243,0.0025,0.0,-0.0005,0.0055,0.0006025886,,0.013021,0.010907,-0.3461189359822635,0.009392372964512508,0.16679742657583616,0.009000000000000001,0.033800000000000004
1927-05-01,14.91,0.7233,1.186,0.4347826087,0.0333,0.0457,0.055,0.0327,0.0552753898,0.003,0.0057803468,0.0109,-0.0011,0.0003917338,,0.062353,0.057096,-0.3862842051269019,0.009166730855361571,0.10823330057553368,0.009300000000000003,0.0218
1927-06-01,14.77,0.73,1.175,0.4523852494,0.0307,0.0458,0.0555,0.0334,0.0588219162,0.0026,0.0114942529,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705,-0.29434074483970024,0.009220460287201693,0.18163814759612232,0.0097,0.0403
1927-07-01,15.73,0.7367,1.164,0.414553473,0.0296,0.046,0.0555,0.0333,0.0597499253,0.003,-0.0170454545,0.005,0.0003,0.0004257798,,0.08445,0.081687,-0.39002452529336906,0.009136219546331148,0.06741234930924603,0.009500000000000001,0.028300000000000002
1927-08-01,16.43,0.7433,1.153,0.3962274092,0.027,0.0456,0.0548,0.0329,0.0545217717,0.0028,-0.0057803468,0.0076,0.0083,0.0012764139,,0.03332,0.028624,-0.32997554725088935,0.008918978042479764,0.10904724128692199,0.0092,0.0253
1927-09-01,17.14,0.75,1.143,0.380586062,0.0268,0.0454,0.0542,0.033,0.0946129771,0.0021,0.0058139535,0.0018,0.0149,0.0011233495,,0.053016,0.049095,-0.3406980724517809,0.008973474799108427,0.0806403848126736,0.008799999999999995,0.031200000000000002
1927-10-01,16.23,0.7567,1.132,0.4138006933,0.0308,0.0451,0.0538,0.0325,0.0943667354,0.0025,0.0057803468,0.0099,0.0055,0.0015593375,,-0.046804,-0.04896,-0.2319844052816611,0.008893667170119801,0.17078997978099109,0.0087,0.022600000000000002
1927-11-01,17.33,0.7633,1.121,0.3793955905,0.0304,0.0449,0.0535,0.032,0.0822671859,0.0021,-0.0057471264,0.0097,0.0068,0.0009296591,,0.070546,0.06427,-0.3406501401777124,0.008684265103948707,0.04367514409002286,0.008599999999999997,0.0223
1927-12-01,17.66,0.77,1.11,0.3746885899,0.0317,0.0446,0.0532,0.0316,0.0764711093,0.0022,0.0,0.0072,0.0068,0.0006042041,,0.019295,0.014403,-0.2806597641344075,0.00873937604330488,0.08506501532424285,0.008599999999999997,0.024400000000000005
1928-01-01,17.57,0.7767,1.133,0.3786696208,0.0331,0.0446,0.0535,0.0321,0.0626014543,0.0025,0.0,-0.0036,0.0027,0.0008605259,,-0.007182,-0.0092,-0.24551910355653547,0.008663660577872045,0.13205098204586926,0.008899999999999998,0.035699999999999996
1928-02-01,17.26,0.7833,1.155,0.3860765992,0.0333,0.0446,0.0533,0.0318,0.0551726339,0.0033,-0.0115606936,0.0061,0.0068,0.0006911239,,-0.012549,-0.016679,-0.2316905146089442,0.008461588947591275,0.15664934397375688,0.0087,0.0257
1928-03-01,19.13,0.79,1.177,0.363254838,0.0327,0.0446,0.0532,0.0317,0.0543639372,0.0029,0.0,0.0045,0.0041,0.0013810077,,0.105752,0.101652,-0.3414743335210698,0.00851718108787436,0.05721682827813972,0.008599999999999997,0.0272
1928-04-01,19.75,0.7967,1.2,0.3680952606,0.0362,0.0446,0.0533,0.0319,0.0493720638,0.0022,0.0,-0.0004,0.0014,0.0014879603,,0.034725,0.032715,-0.26200208259581675,0.008445250925253084,0.1475965567939546,0.0087,0.032299999999999995
1928-05-01,20.00,0.8033,1.222,0.3543969792,0.039,0.0449,0.0542,0.0327,0.0471873758,0.0032,0.0058479532,-0.0077,-0.0078,0.0018988588,,0.012325,0.007422,-0.23135203580237018,0.00825004679344657,0.18816386074940356,0.009299999999999996,0.0404
1928-06-01,19.19,0.81,1.245,0.3702999477,0.0392,0.0457,0.0555,0.0326,0.0502987889,0.0031,-0.0058139535,0.0041,-0.0024,0.0036454766,,-0.03433,-0.038725,-0.17639103131565254,0.008306004486717644,0.25346552991667104,0.009800000000000003,0.028499999999999998
1928-07-01,19.43,0.8167,1.268,0.3606481481,0.0412,0.0461,0.0558,0.0344,0.0593803298,0.0032,0.0,-0.0217,-0.001,0.0016749799,,0.010117,0.008278,-0.21260044861790706,0.008237582697745466,0.22732385601503421,0.0097,0.0561
1928-08-01,20.87,0.8233,1.29,0.3240297825,0.0436,0.0464,0.0561,0.0341,0.0573989063,0.0032,0.0,0.0076,0.0083,0.0012293169,,0.07023,0.065514,-0.2646646246777567,0.008048823940150385,0.18441221837358074,0.0097,0.0265
1928-09-01,21.37,0.83,1.312,0.3281658101,0.0457,0.0461,0.0559,0.0346,0.0279800569,0.0027,0.0116959064,-0.0041,0.003,0.0006504642,,0.022409,0.019937,-0.2087385781914935,0.008105046486263201,0.24914369052189733,0.009799999999999996,0.0387
1928-10-01,21.68,0.8367,1.335,0.3089308376,0.047,0.0461,0.0558,0.0336,0.0340193716,0.0041,-0.0057803468,0.0158,0.0083,0.0006788455,,0.013839,0.012055,-0.19212869568058408,0.008039882510909396,0.27509229185221284,0.0097,0.017799999999999996
1928-11-01,24.28,0.8433,1.357,0.2655259391,0.0426,0.0458,0.0555,0.0338,0.0383720096,0.0038,0.0,0.0003,-0.0036,0.0015232957,,0.122975,0.116704,-0.2934075124015411,0.007857183279042973,0.18230138085273206,0.0097,0.033499999999999995
1928-12-01,24.35,0.85,1.38,0.2596666667,0.0426,0.0461,0.056,0.034,0.0630687383,0.0006,-0.0058139535,0.0004,0.0084,0.00407747,,0.006232,0.002888,-0.16875092949777493,0.007913582903766175,0.3158514991691132,0.009899999999999999,0.033600000000000005
1929-01-01,25.74,0.86,1.399,0.2453466033,0.0466,0.0462,0.0563,0.0349,0.0784486564,0.0034,0.0,-0.009,0.0043,0.0017008226,,0.055473,0.053892,-0.20629588973458365,0.01169603976319128,0.28028469568334413,0.010100000000000005,0.0439
1929-02-01,25.59,0.87,1.418,0.2454238997,0.0439,0.0466,0.0566,0.0363,0.0717831373,0.0036,0.0,-0.0157,0.003,0.0026701165,,-0.004874,-0.008075,-0.13438806733350767,0.011560822401076004,0.3541214281099357,0.009999999999999995,0.052
1929-03-01,25.53,0.88,1.438,0.2723004695,0.046,0.047,0.0579,0.0377,0.0798045664,0.0034,-0.0058479532,-0.0144,-0.0087,0.0036114071,,0.000154,-0.003213,-0.12798737150988487,0.01142869582362277,0.3630992592988549,0.0109,0.052099999999999994
1929-04-01,25.94,0.89,1.457,0.2633969119,0.048,0.0469,0.058,0.0358,0.0993226329,0.0036,-0.0058823529,0.0275,0.0019,0.0023043615,,0.019559,0.018234,-0.13609281625595152,0.011299555253933377,0.35682052721306784,0.011100000000000006,0.008299999999999998
1929-05-01,24.83,0.9,1.476,0.2827746209,0.0509,0.047,0.058,0.0373,0.1179866681,0.0044,0.0059171598,-0.0162,0.0045,0.0047598084,,-0.041281,-0.046101,-0.06407951565782628,0.011173300598125227,0.43061672617828073,0.011000000000000003,0.0535
1929-06-01,27.62,0.91,1.495,0.2535805819,0.048,0.0477,0.0594,0.0367,0.1161973604,0.0052,0.0058823529,0.011,-0.0046,0.0013403801,,0.112294,0.109584,-0.20660467947124128,0.011049836186584991,0.2898322068426498,0.011700000000000002,0.025700000000000004
1929-07-01,28.88,0.92,1.514,0.2418751798,0.0455,0.0477,0.0595,0.0369,0.1106879396,0.0033,0.0116959064,0.0,0.002,0.0012818127,,0.050014,0.048186,-0.133395608939051,0.010929070532190277,0.36474115501525706,0.011799999999999998,0.0369
1929-08-01,31.71,0.93,1.533,0.2211237609,0.047,0.0479,0.0604,0.0375,0.115277315,0.004,0.0,-0.0034,0.002,0.003382102,,0.094871,0.090733,-0.16744169283483537,0.01081091610421564,0.33235559988967706,0.012500000000000004,0.0409
1929-09-01,30.16,0.94,1.552,0.2448682487,0.0458,0.048,0.0612,0.0375,0.1213901177,0.0035,0.0,0.0027,0.0034,0.0033922824,,-0.050941,-0.053046,-0.01093440371808753,0.010695289116747844,0.49048542176102705,0.013199999999999996,0.0348
1929-10-01,24.15,0.95,1.572,0.307484187,0.0437,0.0477,0.0611,0.0347,0.159611836,0.0046,0.0,0.0382,0.0073,0.0535075427,,-0.18615,-0.188115,0.13485670561244945,0.010582109330536951,0.6384986940070149,0.013400000000000002,-0.003499999999999996
1929-11-01,20.92,0.96,1.591,0.3519564763,0.0347,0.0476,0.0603,0.0331,0.1770397921,0.0037,0.0,0.0236,-0.0018,0.0364487459,,-0.125359,-0.130374,0.08453700547974483,0.010471299867295412,0.5897217493556498,0.012699999999999996,0.009499999999999998
1929-12-01,21.45,0.97,1.61,0.3384578236,0.0303,0.0467,0.0595,0.034,0.1635221721,0.0037,-0.0057803468,-0.0089,0.0192,0.0102146296,,0.027753,0.023571,-0.058212207484708574,0.010362787035546592,0.44848117899637174,0.012799999999999999,0.0429
1930-01-01,22.79,0.9708,1.557,0.3148162012,0.0339,0.0466,0.0592,0.0347,0.1533141989,0.0014,-0.0058139535,-0.0057,0.0059,0.0014331608,,0.059632,0.057032,-0.08926680512969073,0.000824402355017833,0.38312889285186125,0.0126,0.040400000000000005
1930-02-01,23.28,0.9717,1.503,0.3102061894,0.0336,0.0469,0.0589,0.0339,0.1592556286,0.003,-0.0058479532,0.0129,0.0072,0.0017247059,,0.026041,0.021516,-0.054749164136743744,0.0009266409929470018,0.3814221107708374,0.012000000000000004,0.020999999999999998
1930-03-01,25.14,0.9725,1.45,0.3191191891,0.0295,0.0462,0.0573,0.0335,0.1454961766,0.0035,-0.0058823529,0.0083,0.0138,0.0015040436,,0.072348,0.069351,-0.10023320348953565,0.0008229606472080764,0.299215556432483,0.011099999999999999,0.0252
1930-04-01,24.90,0.9733,1.397,0.3269705977,0.03,0.046,0.057,0.0338,0.1296808921,0.0021,0.0059171598,-0.0016,0.0084,0.0019338617,,-0.013938,-0.015867,-0.013124919549689073,0.0008222839398465895,0.3482650802748248,0.011000000000000003,0.035399999999999994
1930-05-01,24.49,0.9742,1.343,0.3319155124,0.0241,0.046,0.0572,0.0329,0.1249268071,0.0026,-0.0058823529,0.0139,0.0057,0.0046934394,,-0.011148,-0.015304,-0.014990657609694811,0.0009242619399942621,0.3060539175411005,0.011200000000000002,0.019
1930-06-01,20.46,0.975,1.29,0.4033754529,0.0189,0.0457,0.0578,0.0328,0.1310010449,0.0027,-0.0059171598,0.0051,0.011,0.0144478616,,-0.155715,-0.159182,0.1303971920157101,0.0008208496254049139,0.41035721837358075,0.0121,0.027700000000000002
1930-07-01,21.21,0.9758,1.237,0.3901876149,0.0183,0.0452,0.0577,0.0327,0.1405508333,0.002,-0.0119047619,0.0034,0.0056,0.0049204458,,0.038713,0.036395,-0.06321063160040023,0.000820176383889662,0.17397609341035092,0.012500000000000004,0.0293
1930-08-01,21.37,0.9767,1.183,0.3797521005,0.0153,0.0447,0.0573,0.0328,0.121494954,0.0009,-0.0060240964,0.0013,0.0136,0.0040499265,,0.011266,0.006691,-0.03484173652870569,0.0009218950716945451,0.15678758499624976,0.0126,0.0315
1930-09-01,18.59,0.9775,1.13,0.4455832113,0.0177,0.0442,0.0565,0.0324,0.1272003762,0.0022,0.0060606061,0.0074,0.0108,0.0037384063,,-0.123549,-0.127635,0.10079201287738382,0.0008187494060895098,0.24576663272424912,0.012299999999999998,0.024999999999999998
1930-10-01,16.94,0.9783,1.077,0.4979547314,0.0174,0.0442,0.0594,0.0324,0.129491358,0.0009,-0.0060240964,0.0035,0.0054,0.0128766664,,-0.08368,-0.086394,0.06174109248124604,0.0008180796038622165,0.1578593981742515,0.015199999999999998,0.0289
1930-11-01,16.57,0.9792,1.023,0.5046708308,0.014,0.0447,0.0625,0.0322,0.1377528675,0.0013,-0.0060606061,0.0042,-0.0012,0.0071600721,,-0.019736,-0.024113,-0.0012833672240754566,0.0009195402946785072,0.04247548696948934,0.017800000000000003,0.028
1930-12-01,15.34,0.98,0.97,0.5547454126,0.0148,0.0452,0.0671,0.033,0.1138858911,0.0014,-0.0182926829,-0.007,-0.009,0.0081663293,,-0.071479,-0.077707,0.05127629268248053,0.0008166599065559908,0.04101979251529143,0.02190000000000001,0.04
1931-01-01,16.09,0.9667,0.94,0.5391520019,0.0124,0.0442,0.0641,0.0343,0.0897221289,0.0015,-0.0124223602,-0.0121,0.0203,0.0052243116,,0.059527,0.056729,-0.0933940695115773,-0.013664362194057842,-0.12140240371808753,0.0199,0.0464
1931-02-01,17.93,0.9533,0.91,0.4796679626,0.0106,0.0443,0.0638,0.0338,0.082543575,0.0004,-0.0125786164,0.0085,0.0068,0.0028846263,,0.110943,0.105279,-0.15876862948260456,-0.01395855997102724,-0.2052536794712413,0.019499999999999997,0.025299999999999996
1931-03-01,16.69,0.94,0.88,0.529125087,0.0138,0.0439,0.0644,0.0332,0.0739801542,0.0013,-0.0063694268,0.0104,0.0094,0.0041687518,,-0.068939,-0.073451,0.007063596281912471,-0.014049774235482981,-0.058894371509884885,0.020499999999999997,0.0228
1931-04-01,15.09,0.9267,0.85,0.6032144983,0.0149,0.044,0.0672,0.0327,0.0777810128,0.0008,-0.0064102564,0.0086,0.0067,0.0067092657,,-0.092955,-0.09546,0.016829609610508625,-0.014249986671403841,-0.06956392949777494,0.0232,0.0241
1931-05-01,13.02,0.9133,0.82,0.7099486221,0.0088,0.0437,0.0715,0.0317,0.0713815383,0.0009,-0.0129032258,0.0145,0.0134,0.0069106954,,-0.137674,-0.14302,0.0469831347154962,-0.01456547489501242,-0.060776938723838325,0.02779999999999999,0.0172
1931-06-01,14.83,0.9,0.79,0.6072712745,0.0055,0.0436,0.0736,0.0319,0.0637585974,0.0008,-0.0130718954,0.0004,0.0052,0.0233329496,,0.146492,0.139763,-0.2518525156578263,-0.01466965037332249,-0.3822143335210698,0.03,0.0315
1931-07-01,13.73,0.8867,0.76,0.6736095723,0.0041,0.0436,0.0708,0.0325,0.0340073776,0.0006,0.0,-0.0042,0.0052,0.0070392564,,-0.075465,-0.07857,-0.04478357259617567,-0.014888056938349395,-0.1989718457017603,0.027200000000000002,0.0367
1931-08-01,13.86,0.8733,0.73,0.654185496,0.0042,0.044,0.0747,0.0326,0.0201582798,0.0003,0.0,0.0012,0.0012,0.0045420398,,0.007779,0.002304,-0.14325513956244987,-0.015227566966274184,-0.3224897448397002,0.030700000000000005,0.0314
1931-09-01,9.71,0.86,0.7,0.9440016561,0.0045,0.0455,0.0807,0.0353,0.0303718875,0.0003,-0.0066225166,-0.0281,-0.0014,0.0234589946,,-0.287461,-0.291524,0.13663811026541636,-0.0153467501721338,-0.06921394393873243,0.035199999999999995,0.0634
1931-10-01,10.53,0.8467,0.67,0.8771761085,0.017,0.0499,0.0904,0.0385,0.0112711864,0.001,-0.0066666667,-0.033,-0.0363,0.0425019555,,0.076738,0.072834,-0.24314683833390552,-0.015585948599321858,-0.4772155665971253,0.040499999999999994,0.07150000000000001
1931-11-01,9.50,0.8333,0.64,0.9715564078,0.0177,0.0494,0.0893,0.0385,0.0033982262,0.0017,-0.0134228188,0.0027,-0.0189,0.011434544,,-0.100909,-0.109396,-0.0814525575939759,-0.015952719260070386,-0.3453781026284195,0.039900000000000005,0.0358
1931-12-01,8.12,0.82,0.61,1.1707317073,0.0241,0.0532,0.1042,0.0407,-0.0129210013,0.0012,-0.0068027211,-0.022,-0.0286,0.0211953493,,-0.137557,-0.145471,-0.0608939387238383,-0.016089381129862412,-0.3567393218147801,0.051000000000000004,0.0627
1932-01-01,7.89,0.7933,0.5933,1.1913781842,0.0248,0.052,0.0913,0.039,-0.0115774352,0.0023,-0.0205479452,0.0034,-0.0052,0.0173767845,,-0.018803,-0.021067,-0.21275081867417978,-0.033102879950341474,-0.5032521057175394,0.03930000000000001,0.0356
1932-02-01,8.29,0.7667,0.5767,1.1198428291,0.0242,0.0523,0.0887,0.0367,-0.0157276692,0.0023,-0.013986014,0.0413,-0.0238,0.0267152506,,0.053581,0.045233,-0.31924068841728825,-0.034105869743108475,-0.6040140783607701,0.0364,-0.0046
1932-03-01,7.31,0.74,0.56,1.1858624454,0.0225,0.0498,0.0883,0.037,-0.0084155117,0.0016,-0.0070921986,-0.0018,0.0356,0.0134089221,,-0.118907,-0.125245,-0.18219809278392163,-0.03544540436663335,-0.46091149525294206,0.038500000000000006,0.0388
1932-04-01,5.83,0.7133,0.5433,1.5537278741,0.0111,0.0517,0.1046,0.0336,-0.0154746792,0.0011,-0.0071428571,0.0604,-0.0176,0.0198514127,,-0.205295,-0.207637,-0.13255818969814454,-0.03674809691422293,-0.4047986254246596,0.052899999999999996,-0.026800000000000004
1932-05-01,4.47,0.6867,0.5267,1.9423334823,0.0031,0.0536,0.11,0.0349,-0.034050805,0.0006,-0.0143884892,-0.0188,0.0107,0.0231837923,,-0.232123,-0.240123,-0.14373476335550636,-0.03800457365736182,-0.40900115249279356,0.0564,0.0537
1932-06-01,4.43,0.66,0.51,2.0284780579,0.0034,0.0541,0.11,0.0347,-0.0406883713,0.0002,-0.0072992701,0.0065,-0.0009,0.0343025832,,0.002768,-0.006507,-0.4182834439616658,-0.03965768060615943,-0.6761125532637656,0.0559,0.028200000000000003
1932-07-01,6.10,0.6333,0.4933,1.6125440713,0.0022,0.0526,0.1079,0.032,-0.0291761361,0.0003,0.0,0.0481,0.0043,0.0201105785,,0.391838,0.390006,-0.8486490354597525,-0.0412955914980867,-1.0984757707424446,0.055299999999999995,-0.016099999999999996
1932-08-01,8.39,0.6067,0.4767,1.1878075451,0.0014,0.0491,0.0822,0.0321,-0.0150636875,0.0003,-0.0073529412,0.0003,0.0436,0.0400193059,,0.401979,0.394164,-0.9016998440338848,-0.0429098085741324,-1.142846916771357,0.0331,0.031799999999999995
1932-09-01,8.08,0.58,0.46,1.2143655674,0.0003,0.047,0.0761,0.0319,0.000704378,0.0003,-0.0074074074,0.0057,0.0301,0.0432985662,,-0.029526,-0.034118,-0.5152011754416721,-0.04500633140778726,-0.7470027894989962,0.0291,0.026199999999999998
1932-10-01,6.96,0.5533,0.4433,1.4038772213,0.0001,0.0464,0.0787,0.0322,-0.0028741334,0.0002,-0.0074626866,-0.0017,0.0074,0.0356447585,,-0.142069,-0.143263,-0.4497859290780729,-0.04712775363640076,-0.6714395372311291,0.03230000000000001,0.0339
1932-11-01,6.55,0.5267,0.4267,1.5421472937,0.0001,0.0463,0.0824,0.0322,-0.0033221508,0.0002,-0.007518797,0.0032,0.0073,0.0233166031,,-0.052228,-0.058702,-0.5888961524927936,-0.04926922341472062,-0.7994460887881827,0.0361,0.028999999999999998
1932-12-01,6.89,0.5,0.41,1.4420843014,0.0004,0.0459,0.0842,0.0315,-0.0050324799,0.0001,-0.0075757576,0.0131,0.0139,0.0102230989,,0.061569,0.053749,-0.7547161805599453,-0.052023028067151755,-0.9531671192837836,0.038299999999999994,0.0184
1933-01-01,6.94,0.495,0.4125,1.4269293924,0.0007,0.0444,0.0801,0.0308,-0.0064907127,0.0001,-0.0152671756,0.0148,0.0547,0.0059166089,,0.013938,0.012575,-0.7171355164134467,-0.010050335853501458,-0.8994570732074014,0.0357,0.016
1933-02-01,5.66,0.49,0.415,1.6909904651,0.0001,0.0448,0.0837,0.0325,-0.0058178234,-0.0003,-0.015503876,-0.0258,-0.0523,0.0156669282,,-0.179558,-0.186035,-0.5337918878774648,-0.01015237146401804,-0.6999187587514388,0.0389,0.058300000000000005
1933-03-01,5.85,0.485,0.4175,1.476534296,0.0134,0.0468,0.0891,0.0321,-0.02188381,0.0004,-0.0078740157,0.0097,0.0047,0.037454111,,0.038627,0.032581,-0.7622333880446539,-0.010256500167189153,-0.9120977346912269,0.0423,0.022399999999999996
1933-04-01,8.32,0.48,0.42,1.1190150479,0.0045,0.0478,0.0912,0.0325,-0.0063692975,0.001,0.0,-0.0032,-0.0095,0.0291512255,,0.414312,0.412291,-1.1482811750802004,-0.010362787035546495,-1.2818125677047232,0.0434,0.0357
1933-05-01,9.64,0.475,0.4225,0.9283849733,0.0029,0.0463,0.0774,0.0308,-0.0030016427,0.0004,0.0,0.0303,0.0588,0.0119638328,,0.174816,0.170167,-0.9192564749474958,-0.010471299867295447,-1.0363818321849085,0.031099999999999996,0.0005000000000000004
1933-06-01,10.91,0.47,0.425,0.8335031588,0.0007,0.0446,0.0707,0.0306,0.0007609174,0.0002,0.0079365079,0.005,0.019,0.0198193625,,0.137498,0.133994,-0.8925205842780328,-0.010582109330536937,-0.9931641100577202,0.026099999999999998,0.025599999999999998
1933-07-01,9.95,0.465,0.4275,0.9011788036,0.0019,0.0436,0.0662,0.0309,0.0027134841,0.0002,0.031496063,-0.0017,0.0161,0.0328680974,,-0.084736,-0.085471,-0.6809818733947807,-0.010695289116747886,-0.7650649906053222,0.022599999999999995,0.0326
1933-08-01,11.09,0.46,0.43,0.7987501221,0.0001,0.043,0.0677,0.0308,0.002147224,0.0003,0.0076335878,0.0044,0.0093,0.0118789641,,0.123272,0.119807,-0.8998007894989963,-0.010810916104215584,-0.967242070294529,0.0247,0.0264
1933-09-01,9.83,0.455,0.4325,0.8679966044,0.0004,0.0436,0.0727,0.0308,-0.0004584901,0.0002,0.0,0.0023,-0.0014,0.0142499091,,-0.118045,-0.121112,-0.6694128600311866,-0.010929070532190277,-0.7201279526102031,0.0291,0.0285
1933-10-01,8.96,0.45,0.435,0.9278584392,0.0009,0.0434,0.0749,0.0315,0.003462966,0.0001,0.0,-0.0091,0.004,0.0276757704,,-0.090623,-0.091588,-0.7078846962177716,-0.01104983618658506,-0.7417862478934529,0.03149999999999999,0.0406
1933-11-01,9.88,0.445,0.4375,0.8335031588,0.0022,0.0454,0.0798,0.0327,0.0059234774,0.0002,0.0,-0.0149,-0.0248,0.0095815761,,0.108553,0.10207,-0.9182339968158968,-0.011173300598125158,-0.9352315731844679,0.03439999999999999,0.0476
1933-12-01,10.10,0.44,0.44,0.8290260464,0.0029,0.045,0.0775,0.0336,0.0061958281,0.0002,0.0,-0.0113,0.0257,0.0055905699,,0.026694,0.02443,-0.8476745520698302,-0.011299555253933447,-0.8476745520698302,0.0325,0.044899999999999995
1934-01-01,11.17,0.4408,0.4442,0.7629173662,0.0072,0.0435,0.0701,0.0321,0.0035583231,0.0005,0.0,0.0257,0.0257,0.0066389099,,0.115033,0.113644,-0.9341970211434323,0.0018165309263979967,-0.92651336752181,0.0266,0.006399999999999996
1934-02-01,10.76,0.4417,0.4483,0.790643727,0.0062,0.042,0.0627,0.0317,0.0055949443,0.0002,0.0075757576,0.0081,0.0146,0.0055672847,,-0.03284,-0.037272,-0.7842843603796563,0.00203966076377593,-0.7694526278207433,0.020700000000000003,0.0236
1934-03-01,10.75,0.4425,0.4525,0.8025122121,0.0024,0.0413,0.0626,0.0307,0.0096063281,0.0002,0.0,0.0197,0.0187,0.0063725246,,0.005355,0.002464,-0.8206698145341529,0.001809545845503413,-0.7983225158421562,0.0213,0.011000000000000003
1934-04-01,10.46,0.4433,0.4567,0.8010747338,0.0015,0.0407,0.0601,0.03,0.0078287967,0.0001,0.0,0.0126,0.0104,0.0018991874,,-0.02549,-0.026944,-0.7880185372311291,0.00180627730302374,-0.7582385587911837,0.0194,0.0174
1934-05-01,9.61,0.4442,0.4608,0.8563829787,0.0016,0.0401,0.0605,0.0292,0.0076523036,0.0001,0.0,0.0131,0.009,0.0073632004,,-0.078497,-0.082255,-0.73298336752181,0.002028169709319072,-0.6962941696004555,0.0204,0.0161
1934-06-01,9.81,0.445,0.465,0.8407310705,0.0015,0.0393,0.0606,0.0289,0.00598278,0.0001,0.007518797,0.0067,0.0158,0.006894645,,0.02408,0.021102,-0.8337609968158968,0.0017993707059132946,-0.7897978733947807,0.0213,0.022199999999999998
1934-07-01,8.68,0.4458,0.4692,0.9142532652,0.0015,0.0389,0.0613,0.0288,0.0029078413,0.0001,0.0,0.004,0.0047,0.0115313309,,-0.119846,-0.121723,-0.6880388580303686,0.0017961387855282007,-0.6368801622028166,0.022400000000000003,0.0248
1934-08-01,9.15,0.4467,0.4733,0.8668964032,0.0019,0.0393,0.0649,0.0299,0.0199569035,0.0001,0.0,-0.0118,0.0047,0.0065014472,,0.05865,0.051629,-0.8645180506240641,0.0020168074063044994,-0.8066758420699347,0.025599999999999998,0.0417
1934-09-01,9.10,0.4475,0.4775,0.8703643637,0.0021,0.0396,0.0657,0.031,0.0194390172,0.0001,0.0149253731,-0.0146,-0.0061,0.0048308186,,-0.000216,-0.003127,-0.803862741267227,0.0017893093568370766,-0.7389751190613522,0.02609999999999999,0.0456
1934-10-01,8.81,0.4483,0.4817,0.8622536418,0.0027,0.039,0.064,0.03,0.0238972714,0.0001,-0.0073529412,0.0182,0.0102,0.004358161,,-0.032663,-0.033732,-0.7696296278207433,0.001786113446483717,-0.6977707653459619,0.025,0.011799999999999998
1934-11-01,9.54,0.4492,0.4858,0.7820089372,0.0025,0.0386,0.0637,0.0299,0.0207110385,0.0001,0.0,0.0037,0.0129,0.0020253052,,0.086059,0.080682,-0.886346056117849,0.002005571702894282,-0.8080172624140649,0.025100000000000004,0.0262
1934-12-01,9.50,0.45,0.49,0.7737408689,0.0023,0.0381,0.0623,0.0293,0.0208127157,0.0001,-0.0074074074,0.0112,0.0101,0.0026089456,,-0.000681,-0.004415,-0.7978266962177716,0.0017793599000773819,-0.7126688878774647,0.0242,0.018099999999999998
1935-01-01,9.10,0.45,0.57,0.791621595,0.002,0.0377,0.0598,0.0281,0.0209974293,0.0001,0.0149253731,0.0182,0.0211,0.0022136038,,-0.042368,-0.043755,-0.7561396962177717,0.0,-0.5197509181535414,0.0221,0.009899999999999999
1935-02-01,8.74,0.45,0.65,0.7862863841,0.0019,0.0369,0.0595,0.0275,0.0147086415,0.0002,0.0073529412,0.0092,0.0141,0.0032799819,,-0.03684,-0.04266,-0.7616676962177716,0.0,-0.39394291609245424,0.022599999999999995,0.0183
1935-03-01,8.47,0.45,0.73,0.8007541179,0.0015,0.0367,0.062,0.0274,0.0120459559,0.0001,0.0,0.0041,0.0043,0.0039728617,,-0.031454,-0.035324,-0.7670536962177716,0.0,-0.28325674483970026,0.025299999999999996,0.0233
1935-04-01,9.28,0.4467,0.7567,0.7373229785,0.0015,0.0366,0.0613,0.0269,0.0190936879,0.0001,0.0072992701,0.0079,0.0112,0.0031621685,,0.096493,0.095347,-0.902361050624064,-0.0073603544062924575,-0.3752814052816611,0.0247,0.019
1935-05-01,9.58,0.4433,0.7833,0.7293926247,0.0015,0.0365,0.0594,0.0276,0.0192980407,0.0001,0.0,-0.0057,0.0042,0.0028776617,,0.038135,0.033059,-0.8516435372311292,-0.007640486607065067,-0.2823745146089442,0.022900000000000004,0.033299999999999996
